InitialTerm,Sentiment,Anger,Disgust,Fear,Happiness,Sadness,Surprise
############################################################
# This lexicon was compiled from lexicons by D.Spiliotopoulos et al., and A. Tsakalidis et al., with additions by P. Pratikakis.
# Words are not stemmed, this is meant to be used with a stemmer or POS tagger that can look up the base form.
# This works well with the "twAwler" crawler/feature extractor, and with the "el-wiktionary-parser" POS-tagger.
# Redundant entries have been commented out, and sentiment opinions have been averaged, when listed individually in each source lexicon.
############################################################
λειτούργημα,2,1,1,1,3,1,3.5
λεκές,-2,2,3,3,1,2,1
λεπταίσθητος,3,1,1,1,2.666666667,1,3
λεπταισθησία,3,1,1,1,2.666666667,1,2.333333333
λεπτός,2,1,1,1,3,1,4
λησμονιά,-3,1,1.333333333,2,1,3,2
λησμονιέμαι,-3,1,1.333333333,2,1,3,2
λησμονώ,-3,1,1.333333333,2,1,3,2
ληστής,-2,3,3,3,1,3,1
λιγουρεύομαι,-1,1,1.5,1,1.75,1,2
λιγούρα,-1,1.25,1.5,1,1.75,1,2
λιγούρης,-4,1.75,2.5,1,1,1,2.25
λιγώνω,-3,1,3.25,1,2,1,2
λιμάρης,-4,2.25,3,1,1,1,2
λιμάρικος,-4,2.5,2.75,1,1,1,2.25
λιμοκτονήσουν,-2,4,4,5,0,4,1
λιμοκτονία,-2,4,4,5,0,4,1
λιμπίζομαι,3,1,1.75,1,2.5,1,2.5
λιντσάρω,-4,5,5,4,0,5,1
λιπαρός,-2,1,2,1,1,1,1
λιποθυμία,-2,3,2,3,1,3,1
λιποτάκτης,-2,3,3,3,1,3,1
λιποταξία,-2,3,3,3,1,3,1
λιπόθυμος,-2,3,2,3,1,3,1
λιτός,-1,1,1,1,1,1,1
λιτότητα,-1,4,3,3,0,5,0
λιώνω,-1,3,2,3,0,3,0
λοίμωξη,-2,3,3,3,1,3,1
λογάκι,-2,2,1.333333333,1,1,1,2.333333333
λογικός,2,0,0,0,2,0,0
λογοκρατούμαι,-2,1,2,1.5,1,1,1
λογοκριτής,-2,3,2,3,1,3,1
λογύδριο,-3,1.666666667,2.666666667,1,1,1,1.666666667
λοιπόν,1,1,1,1,1,1,1
λουλουδάκι,1,1.333333333,1.333333333,1,2.333333333,1,2.666666667
λουλούδι,1,1.25,1.5,1,1.75,1,2
λουστράκος,-2,3,4,1,0,3,0
λυγίζω,-2,3,2,5,0,3,1
λυγμούς,-4,2,2,3,1,5,1
λυγμός,-4,2,2,3,1,5,1
λυπάμαι,-2,2,2,4,0,5,0
λυπημένος,-4,2,2,3,1,5,1
λυπητερός,-4,1,1.5,1.5,1,4.5,2.25
λυπώ,-4,1,1.75,1.5,1,4.5,2.25
λυρικός,1,1,2,1,2,2,2
λυρισμός,1,1,2,1,2,2,3
λωποδύτης,-3,3,3.333333333,2.333333333,1,1,2.666666667
λόγος,-2,2,1.5,1,1,1,2.5
λόρδα,-2,1.333333333,2,1,1,1,2.333333333
λύνω,1,0,0,0,0,0,0
λύπη,-3,2,2,3,1,5,1
λύπηση,-4,1,2,1.5,1,4.25,2.25
λύση,2,0,0,1,3,0,0
λύτης,-2,1,1,1,2,1,1
λύτρωση,3,0,0,1,4,0,0
μάγγανο,-2,2,1,2,1,1,1
μάγισσα,-1,2,1,4,1,3,1
μάγκα,-1,2,1,2,0,1,0
μάγκας,-2,3,3,3,1,3,1
μάθημα,1,3,1,3,2,2,2
μάλαμα,3,1,1,1,3.333333333,1,3.666666667
μάντης,-2,1,2,1.333333333,1.333333333,1,2.666666667
μάντισσα,-2,1,2,1.333333333,1.333333333,1,2.666666667
μάπα,-2,4,2,3,0,2,0
μάπας,-4,2,3,1,1,1.5,2.25
μάρτυρας,-2,1,1,2,1,2,1
μάταιος,-3,3,2,3,1,3,1
μάχη,-2,3,2,3,1,3,1
μέγαιρα,-2,4,4,4,0,4,1
μέγιστος,4,0,0,0,3,0,1
μέθη,3,1.25,1.25,1,3.75,1.25,2.25
μέτριος,-2,2,1,3,1,2,1
μέτρο,1,4,2,1,1,1,2
μίζα,-4,5,5,2,0,4,0
μίζερος,-3,2,2,3,1,4,1
μίσος,-4,3.75,3.25,2.25,1,1,2.5
μα,1,0,0,0,0,0,0
μαίνομαι,-4,5,4,3,1,3,1
μαγάρα,-4,3,2.5,1,1,1,2
μαγαζί,-1,1.5,3,1,1.5,1,2.5
μαγεία,-2,2,1,4,1,3,1
μαγκούφης,-4,2,2.25,1,1,1.75,2
μαγκώνω,-3,1,1.666666667,1.666666667,1,1.333333333,2.333333333
μαζεύομαι,-2,1,1,1,1,1,1
μαθηματάκι,-2,1.666666667,2,1,1.333333333,1,1.666666667
μαθητοπατέρας,-3,1.666666667,2.666666667,1,1,1,1.666666667
μαθητούδι,-2,1.666666667,2.333333333,1,1,1,1.666666667
μακάριος,-1,1,1.25,1,2.25,2,2
μακαρίτικος,-3,1,2.333333333,1.333333333,1,2,2
μακαρίως,-2,1,1.5,1.25,1.75,1.75,1.75
μακαρονάς,-2,1.5,3,1,1,1,2.5
μαλάκας,-4,5,4,2,0,5,0
μαλακά,2,1,1,1,4,1,1
μαλακία,-4,5,4,2,0,5,0
μαλακίες,-3,5,4,3,0,3,1
μαλακισμένος,-3,5,5,2.25,2,2.25,3.75
μαλακιστήρι,-3,5,5,2,2,2.25,3.75
μαλλιάς,-2,1.666666667,2.333333333,1.666666667,1,1,2.333333333
μαλλιαρισμός,-2,2,2.75,1,1,1,1.75
μαλλιαρός,-1,1.666666667,2.666666667,1,1,1,2.333333333
μαλώνω,-2,4,3,3,1,3,1
μαμάκιας,-4,4,2,2,0,4,0
μαμμωνάς,-4,2,3.25,1.25,1,1,1.75
μαμουνιάρης,-3,2.333333333,3.333333333,1.333333333,1,1,2.333333333
μαμόθρεφτος,-4,2.25,3,1,1,1,2.25
μανία,-2,3.25,1.5,1.5,2.5,1,2.5
μανίκι,-2,1.5,2.5,1,1,1,3.5
μανδαρίνος,-4,1.75,2.75,1,1,1,1.5
μανιακός,-3,3,3,3,1,2,1
μανιερισμός,-2,1,3,1,1,1,1.5
μανιώδης,-2,3,3,3,1,2,1
μαντάρισμα,-2,2,1,1,1,1,1
μαντεύω,1,1,1,1,1,1,2
μαντράχαλος,-3,1.666666667,2.666666667,2.333333333,1,1,3
μαντραχαλάς,-3,1.666666667,2.666666667,2.333333333,1,1,3
μαντρόσκυλο,-4,2.75,3,2.5,1,1,2
μαούνα,-3,2.333333333,3.333333333,1.666666667,1,1,3
μαραίνομαι,-2,3,3,4,0,5,1
μαρασμού,-2,3,3,4,0,5,1
μαρμαρώνω,-3,1,1.666666667,4.333333333,1,1,5
μασκαράς,-2,1.5,3,1,2.5,1,2.75
μασονία,-3,2.333333333,3,2.666666667,1,1,2.333333333
μαστάρι,-3,1.333333333,3.333333333,1,1.333333333,1,2.333333333
μαστίγιο,-2,3,3,4,1,3,1
μαστρο-,1,0,0,0,0,0,0
μαστροχαλαστής,-4,1.75,2,1,1,1,2
μασόνος,-3,2.666666667,3.333333333,2.666666667,1,1,2.333333333
ματάκιας,-4,2.25,3.25,1.75,1,1,2.25
ματαιοδοξία,-2,2,2,2,1,2,1
ματαιότητα,-2,3,2,3,1,3,1
ματαιώνομαι,-2,3,2,3,1,3,1
ματαιώνω,-2,3,2,3,1,3,1
μαυροτσούκαλο,-4,1.25,2.5,1.25,1,1,2
μαυροφορούσα,-2,1,3,1.5,1,1,3
μαφία,-3,3,2.666666667,3.333333333,1,1,3
μαφιόζικος,-3,3,2.666666667,3.333333333,1,1,3
μαφιόζος,-3,3,2.666666667,3.333333333,1,1,3
μαχαίρι,-2,3,3,4,0,3,1
μαχαιριά,-2,3,3,4,0,3,1
μαχαιροβγάλτης,-3,5,5,5,0,4,0
μαϊδανός,-4,2,2.75,1,1,1,2.25
μαϊμουδιάρης,-4,1.5,3,1.25,1,1,1.75
μαϊντανός,-4,2,2.75,1,1,1,2.25
μείγμα,1,1,2.5,1,1.5,1,2.5
μείον,-2,1,2.5,1,1,2,2
μείωση,-2,2,2,3,1,3,1
μεγάλη,3,1,1,1,4,1,1
μεγαλομανής,-2,2,2,2,1,2,1
μεγαλουσιάνος,-4,2,2.5,1,1,1,2
μεγαλόσχημος,-2,1.5,3,1,1,1,2
μεδούλι,-1,1,1,3,1,2,2
μεθάω,-2,3,2,2,1,2,1
μεθοκοπώ,-3,1.5,2.75,1.25,1.5,1,2.25
μεθυσμένος,-1,2,2.5,1.5,1.5,1,3.5
μεθυστικός,4,1,1,1,4,1,2.5
μεθύστακας,-4,2,3.25,2,1,1.5,2.25
μεθώ,1,1.333333333,2.333333333,1,3.333333333,1,3
μειονέκτημα,-2,2,2,3,1,3,1
μειονεκτικός,-2,2,2,3,1,3,1
μειονεκτικότητα,-4,1,1.75,1,1,2,1.25
μειούμαι,-2,2,2,3,1,3,1
μειωτικός,-2,2,2,3,1,3,1
μειώνουν,-2,2,2,3,1,3,1
μελαγχολία,-4,1,1.5,1,1,3.25,1.5
μελαγχολικός,-2,2,1,3,0,5,1
μελοδραματικός,-2,2,1,3,1,4,1
μελοδραματισμός,-3,1,3,1,1,1.666666667,1.666666667
μελό,-3,1,2.666666667,1,1,2,2
μεξιοβάρβαρος,-1,3,4,1,1,1,3
μεράκι,4,1,1,1,4,1,2.75
μερακλώνω,4,1,1,1,4.25,1,3
μεταβλητότητα,-2,1,1,1,1,1,1
μεταδοτικός,-2,1,1,1,1,1,1
μεταμελούμαι,-3,1,1,1.333333333,1,3,1.333333333
μεταμφίεση,-2,2,1,2,1,1,1
μετανοώ,-3,1,1,1.333333333,1.333333333,3.333333333,1.333333333
μεταρρυθμιστής,2,1,0,2,3,1,2
μεταρρύθμιση,2,1,0,2,3,1,2
μετείκασμα,1,0,0,0,0,0,0
μετοχή,1,1,1,1,2,1,1
μετριάζω,-1,2,1,3,1,2,1
μηδαμινός,-2,3,2,3,1,3,1
μικροαστός,-3,2,2.333333333,1,1,1,2.333333333
μικροκαμωμένος,-2,2,1,2,1,2,1
μικρομέγαλος,-3,2.333333333,2.333333333,1,1,1.666666667,2.666666667
μικροπρεπής,-3,2.666666667,3,1,1,1,2.333333333
μικρούλης,-2,2,1,2,1,2,1
μικρόβιο,-2,3,2,3,1,3,1
μικρότητα,-3,2.666666667,3,1,1,1,2.666666667
μιλώ,1,0,0,0,0,0,0
μισάνθρωπος,-4,2.25,3,1.75,1,1.25,2
μισητής,-4,4,4,4,0,3,1
μισητός,-4,4,4,4,0,3,1
μισθοφόρος,-2,1,3.5,1.5,1,1,2
μισοκοιμισμένος,-2,2,1,1,1,2,1
μισός,-4,5,4,5,0,4,1
μισώ,-4,4,4,4,0,3,1
μλκ,-4,5,4,2,0,5,0
μνημείο,1,1,1.5,1,2.5,1,4
μνημειώδης,1,1,1.333333333,1,2.666666667,1,3.333333333
μνημονιάρα,-4,5,5,3,0,5,0
μνησικακία,-2,3,2,3,1,3,1
μνησικακώ,-4,3.75,2.75,1.75,1,1,2.25
μοιράζω,1,0,0,0,0,0,0
μοιχεία,-3,3,2,3,1,3,1
μολύνω,-2,3,3,3,1,3,1
μομφή,-2,3,2,3,1,3,1
μονάζω,-2,1,2.5,1,1,1,3.5
μονάρχης,-2,3,2,3,1,3,1
μοναδικότητα,-2,1,1,1,3,1,1
μοναξιά,-3,1,1.666666667,2,1,2.333333333,2.333333333
μοναρχοφασίστας,-4,4,3.75,2.25,1,1,2.25
μοναχικός,-2,1,1,3,1,3,1
μονιμάς,-4,2,3,1,1,1,2
μονοτονία,-2,2,2,2,1,2,1
μονότονος,-2,2,2,2,1,2,1
μορμολύκειο,-4,1.75,3.5,1,1,1,2
μορφασμός,-3,1,3.333333333,1,1,1,2.666666667
μουγγός,-3,2,2,1.666666667,1,1,4.333333333
μουγκός,-2,4,4,2,0,3,0
μουδιάζω,-3,1,2,3.666666667,1,1.333333333,3
μουλάρα,-4,4,3.75,1,1,1,2.5
μουλάρι,-4,3.25,3.75,1,1,1,2.25
μουνί,-4,4,5,4,0,3,1
μουνόπανο,-4,4.5,4.25,1,1,1,2.5
μουνόψειρα,-4,4.25,4,1,1,1,2.75
μουρμούρισμα,-2,2,1,3,1,2,1
μουσικάντης,-3,1.333333333,2.666666667,1,1,1,2.333333333
μουστόγρια,-4,2.25,3.75,1.5,1,1,1.75
μουτρωμένος,-4,2.75,2,1,1,2,1.5
μουτρώνω,-4,2.75,2,1,1,2,1.75
μοφρονιός,-2,1.333333333,2.666666667,1,1.333333333,1,2.333333333
μοχθώ,-2,1,1,1,1,2,1
μούγκα,-2,4,4,2,0,3,0
μούλικος,-4,2.5,3,1,1,1,2
μούλος,-4,3.25,3.5,1,1,1,2
μούργος,-3,2,2.25,1,1.25,1,2
μούρη,-1,1.666666667,3,1,1,1,2.333333333
μούσμουλο,-3,1.666666667,3.666666667,1,1,1,1.666666667
μούτρα,-2,3,3,2,0,4,0
μούτρο,-1,1.75,2.5,1.5,1.75,1,2.5
μπάζο,-4,2.75,3.75,1,1,1,2.25
μπάζω,1,0,0,0,0,0,0
μπάμιας,-4,2.5,3,1,1,1,2.5
μπάμπω,-4,2,3.25,1.25,1,1,2
μπάσταρδος,-3,4,4,4,0,4,1
μπάτσος,-3,2.333333333,3,1.666666667,1,1,1.666666667
μπάφος,-2,1,2,2,2,2,0
μπα,-2,2,3,1,1,2,2.5
μπαγάσας,1,1.333333333,2,1,1.666666667,1,1.333333333
μπαγασάκος,1,1,2,1,1.666666667,1,1.333333333
μπαγιάτικο,-2,1,1,2,1,2,1
μπαγκατέλα,-4,1.75,2.75,1,1,1,2.25
μπαινάκης βγαινάκης,-3,2.5,2.25,1,1,1,2
μπακαλοτέφτερο,-4,1,2.75,1,1,1,1.75
μπακαλόχαρτο,-4,1,2.75,1,1,1,1.75
μπακατέλα,-4,2,2.75,1,1,1,2.25
μπαλάντζας,-4,2,2.75,1,1,1,2
μπαλαντέρ,-1,1.333333333,2.333333333,1,1.666666667,1,2.666666667
μπαμπαλής,-4,2,2.75,1,1,1,2
μπαμπόγερος,-4,2,3,1.25,1,1,2
μπαμπόγρια,-4,2,3,1.25,1,1,2
μπανάκι,3,1,1,1,3.666666667,1,3
μπανανία,-3,2,2.666666667,1.333333333,1,1.333333333,2.333333333
μπασκίνας,-4,2.75,3.5,1.5,1,1,1.75
μπασκλάς,-4,1.75,3,1,1,1,2
μπασκλασαρία,-4,1.75,3,1,1,1,2
μπαστάρδικος,-3,2.75,3.75,1,1,1,2.25
μπαστουνόβλαχος,-3,3,3.5,1,1,1,2
μπατσίνα,-4,2.75,3.25,1.5,1,1,1.75
μπατσαρία,-4,3,3.25,1.25,1,1,1.75
μπατσικό,-4,2.5,3.25,1.5,1,1,1.75
μπαφιάζω,-4,2,3.5,1.25,1,1.5,2
μπαφιασμένος,-4,2,3.5,1.25,1,1.5,2
μπαϊλντίζω,-3,2.666666667,3.333333333,1,1,1.666666667,2.666666667
μπεκρής,-4,2.5,3,1.5,1,1,2.5
μπεκροκανάτα,-4,2.75,3.5,1,1,1,2.25
μπεκρολογώ,-3,2,2.75,1,1,1,2.25
μπεκροπίνω,-4,2,3,1,1.25,1,2.25
μπεκρουλιάζω,-4,2,3,1,1.25,1,2.25
μπεκρούλιακας,-4,2.75,3.5,1.25,1,1,2.25
μπερδεμένος,-2,2,2,1,0,3,2
μπερδεύομαι,-2,1,1,2,1,2,1
μπερδεύω,-2,1,1,2,1,2,1
μπλέκω,-2,2,1,2,1,2,1
μπλα,-2,2,1,1,1,1,1
μπλαζέ,-3,2.333333333,3,1,1,1.333333333,2.333333333
μπλοκ,-2,1,1,1,1,1,1
μπλοκάρω,-3,1,1.333333333,1,1,1.333333333,1.666666667
μπουλόνι,-2,1,1,1,1,1,1
μπουμπουκάκι,3,1,1,1,3.333333333,1,3
μπουμπούκι,2,1,1.25,1,3,1,2.25
μπουντρούμι,-3,1.666666667,2.666666667,1.333333333,1,1.666666667,2.333333333
μπουρδέλο,-3,4,4.333333333,1,1,1,3.666666667
μπουρδελιάρης,-4,2.75,3.75,1.25,1,1,2
μπουρζουάς,-4,2.25,2.75,1,1,1,1.5
μπουρζουαζία,-4,2,2.75,1,1,1,1.5
μπουρτζόβλαχος,-4,3.25,3.5,1,1,1,1.75
μπουχέσας,-3,3,4,1,0,2,0
μπουχτίζω,-4,2.75,3.75,1,1,1.25,2
μπούλης,-4,2,2.75,1,1,1,1.75
μπράβο,2,2,1,1,4,1,3
μπράβος,-3,2,2.666666667,1.666666667,1,1,2.333333333
μπόνους,1,1,1,1,4,1,1
μυξοκλαίω,-3,1.666666667,3.666666667,2,1,2,2
μυριάκριβος,3,1,1,1,2.5,1,2.75
μυρμηγκιάζω,1,0,0,0,0,0,0
μυρωδιά,1,1,3,1,3.5,1,3.5
μυστικοσύμβουλος,-2,1,3,1,1,1,3
μυστικό,-1,2,2,4,1,3,1
μυϊκός,1,0,0,0,0,0,0
μωρά,2,1,1,1,1,1,1
μωρέ,-2,2.5,3,1,1.5,1,3.25
μωρή,-4,4.25,3.75,1,1,1,2.75
μωρολογία,-2,3,2,3,1,2,1
μωρός,-3,3,2,3,1,2,1
μόμολο,-4,2.25,3.25,1,1,1,2
μόνος,-1,2,3,3,0,4,0
μόχθος,-2,1,1,1,1,2,1
μύωπικός,-2,2,2,3,1,2,1
μώλωπας,-2,2,1,3,1,3,1
νάρκη,-2,2,1,2,1,2,1
νάρκωση,-2,1,2,2,1,1,1.5
νέκρωση,-2,1,2.5,4,1,1,3.5
νέφος,-2,2,1,2,1,2,1
νίκαια,2,1,1,1,3,1,1
νίκες,1,1,1,1,4,1,1
νίκη,2,0,0,0,5,0,0
να,-2,4.333333333,4,2.666666667,2,1,4.333333333
ναζί,-2,3,3,4,0,3,1
ναζιστής,-4,5,5,5,0,5,1
νανουρίζω,-2,1,1,1,1,1,1
ναρκωμένος,-2,2,1,2,1,2,1
ναυάγιο,-2,2,2,4,0,3,1
ναυτία,-4,1,3.75,1.75,1,1,2
ναυτόπουλο,-2,1,2,1,1,1,1.666666667
ναός,-1,1,2,1,2,1,3.5
νεκροκεφαλή,-2,2,3.5,3.5,1,1,3
νεκρός,-3,3,3,4,0,3,1
νεκρώνω,-3,1,2,4.333333333,1,1.666666667,3
νεράιδα,-2,1,1,1,3,1,1
νεροκουβαλητής,-3,1.666666667,2.666666667,1,1,1.333333333,2
νεροχύτης,-1,4,3,1,1,1,2
νερόπλυμα,-4,1.5,3,1,1,1,2.25
νευριάζω,-2,4,3,4,1,3,1
νευρικός,-3,4,3,4,1,3,1
νευρωτικός,-3,4,3,4,1,3,1
νεφρό,1,0,0,0,0,0,0
νηφάλιος,4,1,1,1,2.5,1,2
νηφαλιότητα,2,0,0,0,5,0,0
νιάνιαρο,-3,2,2.666666667,1,1,1,2.666666667
νιάτο,1,1,1.333333333,1,2.666666667,1,2.666666667
νιαουρίζω,-4,1.75,3,1,1,1,2
νιαούρισμα,-4,1.75,3,1,1,1,2
νικώ,2,0,0,0,5,0,0
νιώθω,1,1,1.5,1,2,1,2
νοημοσύνη,1,0,0,1,3,0,0
νοησιαρχία,1,0,0,0,0,0,0
νοθευμένο,-3,3,4,3,0,2,3
νοθεύω,-3,3,4,3,0,2,3
νοιάζομαι,2,1,1,1,4,1,1
νοικοκυρίστικος,1,1,2,1,2.333333333,1,2.666666667
νοικοκυρεμένος,1,1,1,1,4,1,1
νοσταλγός,-3,1,1,1,1,1,1
νοσταλγώ,-3,1,1,1,1.25,3.5,2.25
νουθεσία,-2,1,2,1,2,2,1
νουθετώ,-2,1,2,1,2,2,1
νους,1,0,0,0,0,0,0
νούλα,-4,1.5,3,1.25,1,1.5,2.5
νταβαντζηλίκι,-4,5,5,5,0,5,1
νταηλίκι,-2,4,3,4,0,3,1
νταλκαδιάζω,1,1,1.25,1,2.25,1.75,2.25
νταντεύω,-3,1.666666667,2.333333333,1,1,1,2.666666667
νταούλι,-4,3,4,2,0,2,2
ντελίριο,-1,2.25,1.5,1.5,2,1,3
ντενεκές,-4,2.25,3.25,1,1,1,2
ντερλικώνω,-2,1.333333333,3,1,1.333333333,1,2.666666667
ντιλετάντης,-4,1.5,2.25,1,1,1,2.25
ντοπάρω,-2,4,2,4,1,3,1
ντορής,-1,1,2,1,2,1,3
ντουέτο,-1,1,2.5,1,1.5,1,3
ντουλάπα,-3,1.333333333,3,1.666666667,1,1,2.333333333
ντρέπομαι,-4,1.25,1.75,1.25,1,1.75,2.5
ντροπή,-4,1.5,2.25,1.5,1,1.75,2.75
ντροπαλός,-4,1,1.5,1.25,1,1.5,2
ντροπιασμένος,-2,3,3,3,1,4,1
νυκτωδία,-2,1,2,1,1,2,3
νυμφίδιο,-3,2,3.333333333,1,1,1.333333333,2.666666667
νυμφίος,-2,2,3.5,1,1,1,3.5
νυμφοπάζαρο,-3,1.666666667,3,1,1,1,2.666666667
νυστάζω,-3,1,2,1,1,1.333333333,2.333333333
νυσταλέος,-3,1.333333333,2,1,1,1.333333333,2.333333333
νυφοπάζαρο,-3,1.666666667,3,1,1,1,2.666666667
νωθρότητα,-2,2,2,3,1,3,1
νωχελικός,-1,2,2,3,1,3,1
νόηση,1,0,0,0,0,0,0
νόθευση,-3,3,4,3,0,2,3
νόστιμα,3,1,1,1,4,1,1
νόστος,1,1,1,1,2,2.5,2.25
ξάναμμα,-1,1.5,1.25,1,2,1,2.75
ξέγνοιαστος,2,0,0,0,5,0,0
ξένο,-2,2,1,3,1,3,1
ξένοιαστος,2,1,1,1,4,1,1
ξένος,-2,2,1,3,1,3,1
ξέρω,1,0,0,0,0,0,0
ξέσπασμα,-2,4,4,3,0,3,1
ξαναγεννώ,2,1,1,1,4.333333333,1,3
ξανανιώθω,2,1,1,1,3.333333333,1,3
ξεβγάζω,1,1,3,1,1,1,1
ξεγελώ,-2,2,2,1.5,1,1,3.5
ξεδιάντροπος,-4,5,5,3,0,5,0
ξεθυμαίνω,1,1,1.5,1.5,1.5,1,3
ξεκάθαρο,3,0,0,0,2,0,0
ξεκολλώ,1,2,2,1,2,1,0
ξεκουράζω,3,1,1,1,3.333333333,1,2.333333333
ξεκρέμαστος,-3,2.333333333,1.333333333,1,1,1,3.666666667
ξεμένω,-2,3,3,4,0,4,2
ξενίζω,-3,1,2,1,1,1.333333333,4
ξενοκίνητος,-3,2.333333333,2.333333333,1,1,1,2
ξενόφοβος,-4,2.25,2.25,3,1,1,2
ξεπατικοτούρα,-3,2,2.333333333,1,1,1,2
ξεπατικωτούρα,-3,2,2.333333333,1,1,1,2
ξεπατικώνω,-3,2,2.333333333,1,1,1,2.333333333
ξεπερνώ,1,1,2,4,1,3,1
ξεπλένω,-3,1.333333333,2.333333333,1,1,1,2
ξεπούλημα,-4,5,5,5,0,5,1
ξεριζώσουν,-2,3,2,3,1,3,1
ξερνώ,-4,2,4.75,1.25,1,1.5,2.5
ξεροκόμματο,-3,2,3,1,1,1.333333333,1.666666667
ξερός,-2,2,2,3,1,1,4
ξεσκίζω,-2,4,3,1.25,2.25,1.25,2.25
ξεσπώ,-3,4,1.5,1.5,1.5,1.5,3
ξεσταύρι,-2,4,1,0,1,1,1
ξετρελαίνω,4,1,1,1,4,1,3.25
ξετσίπωτος,-3,3,3,1,0,1,0
ξεφτίλας,-4,5,5,4,0,5,0
ξεφτιλίζω,-4,5,5,4,0,5,0
ξεφτιλίκι,-4,5,5,4,0,5,0
ξεφτιλισμένος,-4,3,4,1,1,1.25,2.5
ξεχειλίζω,-3,4,3.25,1,1.25,1,2.75
ξεχνώ,-2,2.5,1.5,1,1,2.5,3.5
ξηγιέμαι,-2,2,3,1,1,0,0
ξηλώνω,-1,4,3,2,0,3,1
ξηρασία,-2,2,2,3,1,3,1
ξινή,-2,3,3,3,1,3,1
ξινίζω,-4,1.5,3,1,1,1.25,2.25
ξιπασμένος,-2,3,2,2,1,3,1
ξυλιάζω,-3,1.333333333,2.333333333,1.333333333,1,1.333333333,2.666666667
ξυλοδαρμός,-1,3,3,3,0,3,1
ξυλοπόδαρος,-3,1.666666667,2.666666667,1.333333333,1,1,2.666666667
ξυνισμένος,-2,5,5,2,0,4,1
ξυπνώ,-2,3,1.5,1.5,1,1,3.5
ξόανο,-4,2.75,2.75,1,1,1.25,2
ξύλο,-2,5,3,5,0,3,0
ξύνομαι,-2,2,3,1,1,2,0
ξύνω,-2,3,3,1,1,1,2.5
οίκτος,-4,1.25,1.75,1,1,4.25,2
οίστρος,4,1,1,1,3.75,1,3
οδυνηρός,-3,2,3,4,0,3,1
οθωμανικός,-2,2.5,2,1,1,1,1.5
οικονομίστικος,-2,1.5,2.5,1,1,1,1.5
οικοπεδοφάγος,-3,3.666666667,2.333333333,1.666666667,1,1,2
οικτίρω,-4,1.75,1.75,1,1,4.25,1.5
οιστρήλατος,2,1,1,1,3.666666667,1,3.666666667
οιστρηλατώ,2,1,1,1,3.666666667,1,3.666666667
οκνηρώς,-2,3,2,3,1,3,1
οκνός,-2,3,2,3,1,3,1
οκτάωρος,1,0,0,0,0,0,0
ολκή,1,2.666666667,2,1,2,1.333333333,3
ολονυκτία,-2,2.5,2.5,1,1,1.5,2.5
ολονυχτία,-2,2.5,2.5,1,1,1.5,2.5
ομιχλώδης,-2,1,1,3,1,3,1
ομοιοπαθής,-2,1,1,1,1,1,2.5
ομορφονιός,-1,1.333333333,2,1,1.333333333,1,2.333333333
ομοφυλόφιλος,-3,2,2,3,1,3,1
ομόνοια,3,1,1,1,3,1,2.666666667
ονείρωξη,1,0,0,0,0,0,0
ονειρεύομαι,3,0,0,0,5,0,0
οξύς,-2,2,3,3,0,1,1
οπαδός,-2,2.5,2.5,1,1,1,1
οπερέτα,-2,3,3.5,1,1,1,2.5
οπισθοχώρηση,-2,2,2,3,1,3,1
οπλισμός,1,2,2,2,2,1,2
οποίος,1,0,0,0,0,0,0
οπτικός,1,0,0,0,0,0,0
οραματιστής,3,0,0,0,5,0,0
οργή,-3,5,5,5,0,5,0
οργανικός,-1,1,2,1,1,1,1
οργανωμένος,1,0,0,1,4,1,1
ορδή,-2,2,1,3,1,2,1
ορειχάλκινος,-2,1,1,1,1,1,1
ορεξάτος,4,1,1,1,3.75,1,2.75
ορθολογισμός,2,1,1,1,3,1,3
οριακός,-2,2,1,2,1,2,1
ορκίζομαι,-2,1,1,1,2,1,1
ορμητικός,-3,1,1,1,1,1,1
ορφάνια,-2,3,2,3,0,4,0
ορφανεύω,-3,1.666666667,1.333333333,1.333333333,1,3.333333333,2.666666667
ορφανούλα,-2,0,1,2,0,3,0
ορφανούλης,-2,0,1,2,0,3,0
ορφανός,-3,1.666666667,1.333333333,1.333333333,1,3.333333333,2.666666667
οσμή,1,1,3.5,1,3.5,1,3.5
οσφυοκάμπτης,-4,2,3,1,1,1,1.75
ουλή,-2,2,2,3,1,3,1
ουρά,-1,3,4,2,0,3,2
ουράνια,3,1,1,1,3.666666667,1,3.333333333
ουρακοτάγκος,-4,2.75,3.25,1.5,1,1,2.25
ουρλιάζω,-2,4,4,4,0,3,1
ουρλιαχτό,-2,4,4,3,1,3,1
ουστ,-4,5,5,4,0,4,1
ουχί,-2,1,1.5,1,1,1,4
οφίκιο,-3,1.666666667,2.666666667,1,1,1,1.333333333
οφείλω,-2,2,2,3,1,2,1
οφειλέτης,-2,2,2,3,1,2,1
οχετός,-4,3,3.25,1,1,1,2
οχιά,-2,4,4,4,0,3,1
οχλαγωγία,-2,3,3,3,1,3,1
οχού,-3,2.5,3.25,1,1.75,2,2
ούννος,-3,3.333333333,3.333333333,1.666666667,1,1,2.666666667
ούρα,-1,3,4,2,0,3,2
πάθημα,-2,3,2,3,1,3,1
πάθος,3,1,1,1,4,1,1
πάλη,-3,2,1,3,1,3,1
πάλλομαι,1,1,1,2,3.5,1,3
πάνθεο,3,1,1,1.333333333,3.333333333,1,3.333333333
